New York - 197711 - J. B.,79
New York - 2539165 - Andy,41
New York - 4236708 - Adrienne,33
Seattle - 206203 - Amanda,71
Seattle - 15121499 - Kathryn,34
Seattle - 5775807 - David,27
San Francisco - 2895282 - Emily,29
San Francisco - 45106320 - Zafar,27
San Francisco - 18099543 - Claire,25
